id1,id2,target,category,title1,title2,attributes1,attributes2,s2_score,catboost_score,catboost_rank_utility_delta,tokens_ab,tokens_ba,token_budget_hit,score_order_gap,title_token_jaccard,numeric_context_conflict_count,unit_conflict_count,code_conflict,model_conflict,memory_conflict,sku_human_asymmetry,attribute_value_overlap_ratio
472446408617,566935808036,1.0,Аптека,очки с футляром-змейка melorsch мод. 2110 цвет 6 с линзами ecoplus 1.56 hmc -6.00 рц 60-62,очки с футляром-змейка melorsch мод. 2110 цвет 6 с линзами ecoplus 1.56 hmc -8.00 рц 58-60,"наличие флексов: нет; затемнение: без затемнения, с просветляющим покрытием.; бренд: melorsch; цвет товара: прозрачный; страна-изготовитель: россия; размер заушника, мм: 140; коллекция (год): 2023; конструкция очков: ободковые; форма оправы: бабочки; материал оправы очков: пластик; материал линз: пластик; стиль оправы: повседневный; форма лица: квадратная; покрытие линз: упрочняющее, просветляющее, металлизированное (защита от электромагнитных волн) uv400, водоотталкивающее и антистатическое; в…","диоптрии: - 8.00; цвет оправы: синий; назначение: корректирующие; конструкция: ободковая; материал оправы: пластик; материал линз: пластик; форма оправы: бабочка; покрытие линз: упрочняющее, водоотталкивающее и антистатическое, металлизированное (защита от электромагнитных волн) uv400, просветляющее; пол: женские; ширина линзы: 52 mm; высота линзы: 45 mm; межцентровое расстояние: 58-60; длина заушника: 140 mm",0.0006984833,0.0026108322,0.12987012987012986,256,256,True,0.0002428976,0.85,2,0,0.0,0.0,0.0,0.0,0.029411764705882353
249108201388,94489421015,1.0,Аптека,"контактные линзы coopervision myday daily disposable toric, 30 шт., r 8,6, d -4,25, cyl: -0,75, aх: 170","coopervision астигматические линзы, 30 шт. , -4.25, 8.6, -0.75, 100, 1 день ","тип линз: астигматические; частота замены: день; диаметр: 14.5 mm; влагосодержание: 54%; кислородопроницаемость: 79 dk/t; вид материала: силикон-гидрогелевые; материал: сенофилкон а; режим ношения: дневной; количество линз в упаковке: 30; уф-фильтр: есть; страна-производитель: сша; линейка: myday; срок годности: 1 g.; срок службы: 1 дн., с момента вскрытия индивидуальной упаковки; оптическая сила: -4,25; ось: 170; цилиндр: -0,75","ось (axis): 100; бренд: coopervision; цилиндр (cyl): -0.75; цвет товара: прозрачный; страна-изготовитель: великобритания; диаметр, мм: 14.5; особенности контактных линз: уф-фильтр; радиус кривизны: 8.6; материал контактных линз: сенофилкон а; режим ношения: дневной; количество в упаковке: 30; оптическая сила: -4.25; кислородопропускание, dk/t: 86; дней до замены: 1 день; тип: астигматические линзы; влагосодержание, %: 54; вес товара, г: 100",0.0013090157,0.005106774,0.22402597402597396,221,221,False,0.0010592991,0.4166666666666667,1,0,0.0,0.0,0.0,0.0,0.1
463856533562,103079331815,1.0,Продукты питания,sosero желтый перец фаршированный сыром 290 г,sosero / острый перец sosero фаршированный сыром 300 г,"бренд: sosero; условия хранения: хранить при температуре не выше 27°с и относительной влажности не выше 75%; состав: перец, сыр, растительное масло, соль, регулятор кислотности; страна-изготовитель: турция; упаковка: стеклянная банка; единиц в одном товаре: 1; максимальная температура: 27; минимальная температура: 5; срок годности в днях: 730; тип: овощные консервы; вес товара, г: 290; вес с упаковкой, г: 290",состав: сыр 50%; перец 50%; вес товара без упаковки (г): 300 g; страна производства: турция; комплектация: острый перец; длина упаковки: 11 cm; высота упаковки: 11 cm; ширина упаковки: 11 cm; валюта: rub,0.0038372842,0.019612573,0.13183279742765272,129,129,False,0.00078860647,0.5555555555555556,1,1,0.0,0.0,0.0,0.0,0.0625
850403553508,738734491035,1.0,Электроника,"case / чехол на iphone 14 pro, райан гослинг флаг рф","чехол для iphone 14 pro, райан гослинг флаг рф",комплектация: упаковка 1 шт; защитный чехол 1 шт; тип чехлов: накладка; совместимость: iphone 14 pro; материал изделия: силикон; полиуретан; тпу; цвет: черный; декоративные элементы: принт; вид застежки: без застежки; особенности чехла: защита камеры; противоударный; страна производства: россия; вес товара с упаковкой (г): 50 g; ширина предмета: 10 cm; высота предмета: 2 cm; длина упаковки: 20 cm; высота упаковки: 2 cm; ширина упаковки: 10 cm; валюта: rub,"код продавца: cl0ip14progoslingmf1402.05; бренд: irevive print; цвет товара: прозрачный; название цвета: чехол для iphone 14 pro, райан гослинг флаг рф; страна-изготовитель: россия; особенности: защита камеры; размеры основного отделения, мм: 70,6x194; вид чехла: бампер; материал: силикон; мин. диагональ, дюймы: 6.1; внешние размеры, мм: 72,6x196; комплектация: чехол - 1 шт., упаковка - 1 шт.; тип: чехол для смартфона; застежка: без застежки; вес товара, г: 50; макс. диагональ экрана, дюймы: 6.1",0.0039389934,0.010912162,-0.04176904176904177,201,201,False,0.0001991964,0.7272727272727273,0,0,0.0,0.0,0.0,0.0,0.07407407407407407
601295429327,712964672536,1.0,Спорт и отдых,"country life / коэнзимы, b-complex, в-комплекс, 60 капсул","country life chelated magnesium glycinate, 90 таблеток","состав: целлюлоза, целлюлоза (оболочка капсулы), диоксид кремния, экстракт рисовых отрубей; растительная глазурь, подсолнечное масло; страна производства: сша; противопоказания: индивидуальная непереносимость; назначение лечебного питания: для повышения уровня энергии; для роста волос; для здоровья нервной системы; срок годности: 36 месяцев; вид упаковки: стеклянная банка; комплектация: 1 банка; валюта: rub","цель: восстановление; бренд: country life; условия хранения: в оригинальной упаковке; страна-изготовитель: сша; не содержит: без гмо; количество упаковок, шт: 1; количество в упаковке, шт: 90; количество порций: 30; упаковка: стеклянная банка; вид продукта: бад; единиц в одном товаре: 1; пол: женский; срок годности в днях: 1095; состав: магний (в виде бисглицината магния) 400 mg 95%; вкусовой акцент (вкус): без вкуса; тип: спортивные электролиты",0.0042630066,0.021487163,0.06999999999999999,189,189,False,0.0014773307,0.14285714285714285,0,0,0.0,0.0,0.0,0.0,0.09523809523809523
747324335652,841813687339,1.0,Мебель,дэрия столик журнальный в гостиную,"дэрия журнальный стол стол кубок, 60х60х60 см",цвет товара: светло-синий; тип: столик журнальный; особенности: на колесиках; назначение: для гостиной; форма столешницы: круглая; материал столешницы: лдсп; материал основания: лдсп; стиль: модерн; габариты транспортной упаковки: 64х64х64 см; вес в транспортной упаковке: 7 kg,"артикул: столкубокрускеалазолотой; бренд: дэрия; покрытие: матовое; цвет товара: серый; название цвета: рускеала золотой; образец цвета: https://cdn1.ozone.ru/s3/multimedia-p/6640831825.jpg; страна-изготовитель: россия; глубина, см: 60; форма поставки: в собранном виде; форма столешницы: круг; высота, см: 60; исполнение: металлическое; вид выпуска товара: фабричное производство; материал столешницы: лдсп; материал подстолья: лдсп; назначение (помещение): для дачи; стиль дизайна: классический; в…",0.004485394,0.012643228,0.05014749262536872,175,175,False,0.0011106175,0.2222222222222222,0,0,0.0,0.0,0.0,1.0,0.03333333333333333
343597392553,206158496391,1.0,Обувь,кроссовки geox,кеды geox,страна производства: мьянма; материал подошвы: eva; цвет: красный; сезон: демисезон; материал верха: натуральная кожа; материал (состав): 54% полиуретан 43% натуральная кожа 3% термополиуретан подкладка: 100% текстиль (полиэстер); внутренний материал: полиэстер; размер: 32,"целевая аудитория: детская; бренд в одежде и обуви: geox; страна бренда: италия; коллекция: базовая коллекция; цвет товара: темно-синий; страна-изготовитель: мьянма; материал верха: искусственная кожа; материал: искусственная кожа; российский размер (обуви): 31; сезон: демисезон; пол: мальчики; высота подошвы, см: 3.5; материал подошвы: резина",0.004913943,0.011375119,0.06153846153846154,111,111,False,0.0030483194,0.3333333333333333,0,0,0.0,0.0,0.0,0.0,0.1111111111111111
403727031849,17180028630,1.0,Галантерея и аксессуары,"наручные часы восток командирские, зеленый","часы наручные мужские механические восток командирские 439260, нейлон, синий","тип механизма: механические; пол: мужской; особенности: поворотный безель; класс водонепроницаемости: wr30 (брызги, дождь); источник энергии: пружинный механизм; страна бренда: россия; страна производства: россия; дополнительная информация: в комплекте два ремешка: ремешок из нейлона и классический ремешок из натуральной кожи; форма: круг; циферблат: аналоговый (стрелки); материал корпуса: латунь + нерж. сталь; покрытие корпуса: позолота; тип вставки: отсутствует; стекло: минеральное; материал …","целевая аудитория: взрослая; браслет/ремешок: нейлон; бренд: восток; материал корпуса: латунь; коллекция: базовая коллекция; цвет товара: синий; название цвета: нейлон синий; форма: круг; страна-изготовитель: россия; диаметр корпуса, мм: 41.8; особенности часов: командирские; функции часов: календарь; стекло: органическое стекло; тип индикации: цифры + отметки; комплектация: часы, документы, держатель, упаковка; упаковка: картонная коробка; пол: мужской; длина ремешка, мм: 225; тип: часы наручн…",0.0054902593,0.014441953,0.09740259740259744,234,234,False,0.002934699,0.4,0,0,0.0,0.0,0.0,0.0,0.13513513513513514
77309536599,618475366358,1.0,Галантерея и аксессуары,fabrizio сумка на плечо,fabrizio / сумка через плечо кросс-боди вечерняя маленькая,бренд: fabrizio; коллекция: осень-зима 2023; цвет товара: черный; название цвета: черный; пол: женский; тип: сумка на плечо,состав: искусственная кожа 100%; экокожа; цвет: шоколадно-коричневый; материал подкладки: текстиль; высота предмета: 16 cm; глубина предмета: 7 cm; ширина предмета: 25 cm; фактура материала: кожаный; особенности сумки: сумка кросс боди с широким ремнем; сумка женская через плечо большая; сумка женская через плечо белая; количество отделений: 1 шт.; карманы: внутренний открытый; внутренний на молнии; для документов; назначение ремня сумки: на плечо; на руку; крорссбоди; вид застежки: молния замо…,0.0055032196,0.026658304,0.21753246753246755,206,206,False,0.0022757868,0.3333333333333333,0,0,0.0,0.0,0.0,0.0,0.0
781684186361,592705606949,1.0,Спорт и отдых,okuma удилище удилище okuma revenger tele spin 240cm 15-40g 6sec,удилище okuma revenger tele spin 300cm 25-70g 7sec rv-s-1007m-t,бренд: okuma; тип: удилище,"цвет товара: черный/серебристый; тип: удилище; длина удилища: 3; транспортировочная длина: 0.69 м; вес удилища: 295 g; тест: 25-70 г; количество секций: 7; количество колец: 6; класс (power): тяжелый; строй (action): быстрый; назначение: спиннинговое; особенности: с кольцами; конструкция удилища: телескопическое; материал: углепластик, углепластик / карбон; материал рукоятки: eva; количество: 1 шт.; тест макс.: 70",0.005581818,0.02553675,0.12666666666666668,122,122,False,0.0020159073,0.3333333333333333,2,2,1.0,0.0,0.0,0.0,0.05555555555555555
627065303672,609885476143,1.0,Музыкальные инструменты,"акустическая гитара cort sfx me op, со звукоснимателем, с вырезом, цвет натуральный","s27-gt электро-акустическая гитара, с вырезом, с чехлом, глянец, parkwood","вид бас-гитары: акустическая; материал корпуса/верхней деки: ель; материал нижней деки: красное дерево; бренд: cort; тип бриджа: фиксированный; цвет товара: светло-коричневый; название цвета: натуральный; страна-изготовитель: индонезия; размеры, мм: 1040x450x150; материал накладки грифа: лавр; ширина грифа, мм: 43; количество ладов, шт.: 20; мензура, мм: 643; материал грифа: красное дерево; крепление грифа: вклеенный; комплектация: cort sfx-me-op, ключ для отстройки грифа, документация; материа…","тип: электроакустическая гитара; тип корпуса: concert; размер: 4/4; ориентация: правосторонняя; наличие звукоснимателя: со звукоснимателем; с вырезом: да; мензура: 650 mm; количество струн: 6; струны: нейлоновые; материал корпуса: дерево; отделка: глянцевая; материал грифа: красное дерево; материал накладки на гриф: ель, палисандр; материал верхней деки: ель; в комплекте: чехол; цвет: бежевый, коричневый",0.0056167785,0.011707958,-0.0069605568445475635,241,241,False,0.00091431104,0.2222222222222222,0,0,0.0,0.0,0.0,1.0,0.11428571428571428
8589978073,68719499678,1.0,Дом и сад,ковровая дорожка 100х550 см на войлочной основе,star-carpet / ковровая дорожка 100х500 см p2421a1r51 на войлочной основе,"артикул: p2616a2p.r.91-100550; бренд: star carpet; основа ковра: войлок; плотность ковра, узлов/кв.м: 168000; цвет товара: светло-серый; название цвета: p2616a2p r 91; образец цвета: https://cdn1.ozone.ru/s3/multimedia-1/6831667765.jpg; страна-изготовитель: беларусь; форма ковра: дорожка; длина, м: 5.5; вид выпуска товара: фабричное производство; материал: полиамид; комплектация: ковровая дорожка - 1 шт; вид принта: геометрический; комната: балкон; стиль дизайна: молодежный; размер упаковки (дл…","материал изделия: полиамид; основа коврика: войлок; толщина предмета: 0.3 cm; ширина предмета: 100 cm; вес без упаковки (кг): 4.5 kg; вес с упаковкой (кг): 4.6 kg; цвет: черный, серый, оранжево-желтый; декоративные элементы: без элементов; страна производства: беларусь; комплектация: ковровая дорожка - 1 шт; длина упаковки: 21 cm; высота упаковки: 21 cm; ширина упаковки: 100 cm; валюта: rub",0.0061428356,0.011531127,-0.04225352112676057,224,224,False,0.0006908681,0.5454545454545454,0,0,1.0,0.0,0.0,0.0,0.14285714285714285
