id1,id2,target,category,title1,title2,attributes1,attributes2,s2_score,catboost_score,catboost_rank_utility_delta,tokens_ab,tokens_ba,token_budget_hit,score_order_gap,title_token_jaccard,numeric_context_conflict_count,unit_conflict_count,code_conflict,model_conflict,memory_conflict,sku_human_asymmetry,attribute_value_overlap_ratio
566935709217,463856492938,0.0,Аптека,без бренда женские легкие очки +2.50 с uv защитой чтения /близи/дали/очки корригирующие/диоптриями/очки зрение/очки линза/оптика/купить очки,женские легкие очки -0.50 с uv защитой чтения /близи/дали/очки корригирующие/диоптриями/очки зрение/очки линза/оптика/купить очки,диоптрии: + 2.50; цвет оправы: серый; назначение: корректирующие; конструкция: ободковая; материал оправы: пластик; материал линз: пластик; форма оправы: кошачий глаз; покрытие линз: стандарт; пол: женские; ширина линзы: 53 mm; межцентровое расстояние: 62-64; длина заушника: 140 mm,"наличие флексов: нет; затемнение: нет; бренд: нет бренда; цвет товара: черный; название цвета: черно-прозрачные; страна-изготовитель: китай; размер заушника, мм: 140; коллекция (год): 2023; конструкция очков: ободковые; форма оправы: кошачий глаз; материал оправы очков: пластик; материал линз: пластик; стиль оправы: повседневный; форма лица: квадратная; покрытие линз: стандарт; ширина линзы, мм: 53; размер моста на переносице, мм: 16; расстояние между оптическими центрами: 62-64; оптическая сил…",0.00071388436,0.013439619,-0.5714285714285715,240,240,False,0.00025095115,0.8,0,0,0.0,0.0,0.0,0.0,0.13793103448275862
429496882970,8590060725,0.0,Аптека,компьютерные очки для чтения с футляром-змейка dacchi мод. 37746 цвет 1 с линзами romeo 1.56 blue block +4.00 рц 64-66,очки с футляром-змейка nikitana мод. 3972 цвет 4 с линзами romeo 1.56 hmc/emi -3.50 рц 60-62,"диоптрии: + 4.00; цвет оправы: черный; назначение: для компьютера; конструкция: ободковая; материал оправы: комбинированный; материал линз: пластик; форма оправы: круглая; покрытие линз: антибликовое, с защитой от вредного синего света электромагнитного излучения., суперводоотталкивающее и антистатическое покрытие, упрочняющее; пол: женские; ширина линзы: 48 mm; высота линзы: 46 mm; межцентровое расстояние: 64-66; длина заушника: 140 mm","наличие флексов: нет; затемнение: без затемнения, с просветляющим покрытием.; бренд: nikitana; цвет товара: черный; название цвета: black & white; страна-изготовитель: россия; размер заушника, мм: 145; коллекция (год): 2023; конструкция очков: ободковые; форма оправы: круглая; материал оправы очков: комбинированный; материал линз: пластик; стиль оправы: повседневный; форма лица: квадратная; покрытие линз: упрочняющее, просветляющее, металлизированное (защита от электромагнитных волн) uv-380, во…",0.00040796242,0.005329404,-0.5324675324675325,256,256,True,9.357091e-05,0.4,5,0,0.0,0.0,0.0,0.0,0.11764705882352941
558345816428,188978665496,0.0,Аптека,"тонированные очки с футляром-змейка melorsch мод. sg2213 цвет 3 с линзами nikita 1.56 gradient brown, hma/emi -1.50 рц 68-70","тонированные очки с футляром-змейка melorsch мод. 2093 цвет 1 с линзами nikita 1.56 gradient brown, hma/emi -0.50 рц 62-64","наличие флексов: да; затемнение: тонировка, градиент.; бренд: melorsch; цвет товара: синий; название цвета: blue; страна-изготовитель: россия; размер заушника, мм: 145; коллекция (год): 2023; конструкция очков: ободковые; форма оправы: wayfarer; материал оправы очков: пластик; материал линз: пластик; стиль оправы: повседневный; форма лица: квадратная; покрытие линз: упрочняющее, просветляющее, металлизированное (защита от электромагнитных волн) uv-350, водоотталкивающее и антистатическое; высот…","диоптрии: - 0.50; цвет оправы: черный-матовый; назначение: корректирующие; конструкция: ободковая; материал оправы: пластик; материал линз: пластик; форма оправы: прямоугольная; покрытие линз: упрочняющее, водоотталкивающее и антистатическое, металлизированное (защита от электромагнитных волн) uv-350, просветляющее; пол: унисекс; ширина линзы: 55 mm; высота линзы: 42 mm; межцентровое расстояние: 62-64; длина заушника: 143 mm",0.00058454066,0.006290156,-0.5194805194805195,256,256,True,0.00013854983,0.6923076923076923,4,0,0.0,0.0,0.0,1.0,0.058823529411764705
292057813326,850403580991,0.0,Автотовары,ремень поликлиновый gates 7pk1740,ремень поликлиновой gates 7pk1700,бренд: gates; артикул производителя: 7pk1740; код товара: 100056992950,"артикул: mtx-|ga|-7pk1700///1; бренд: gates; oem-номер: 11720ja10b; партномер (артикул производителя): 7pk1700; тип: ремень поликлиновой; длина, мм: 1700",0.01162082,0.046448253,-0.46518987341772144,75,75,False,0.0003140457,0.3333333333333333,0,0,1.0,1.0,0.0,0.0,0.125
352187395768,541165968223,1.0,Автотовары,at шланг тормозной передний ваз 2101 aт 6060-001вн-f,фильтр воздушный iberis ib771071,мост установки: передний,альтернативные артикулы товара: 7028; артикул: чб0000000000000000003294; вид воздушного фильтра: пылевой; бренд: iberis; страна-изготовитель: китай; материал: бумага; oem-номер: 7028; комплектация: фильтр воздушный toyota land cruiser prado 3.0-4.0d 03- ор.1780130080 iberis ib771071; партномер (артикул производителя): ib771071; единиц в одном товаре: 1; тип: фильтр воздушный; вид техники: легковые автомобили,0.045637123,0.016014937,-0.46202531645569617,122,122,False,0.06181702,0.0,0,0,1.0,0.0,0.0,0.0,0.0
618475416500,68719534236,0.0,Аптека,"melorsh фотохромные очки с футляром-змейка melorsch мод. 2098 цвет 2 с линзами nikita 1.56 colophony gray, hmc+ +0.75 рц 60-62","фотохромные очки с футляром-змейка melorsch мод. th9002 цвет 4 с линзами nikita 1.56 colophony gray, hmc+ -1.75 рц 62-64","диоптрии: + 0.75; цвет оправы: синий, черный; назначение: для чтения лежа; конструкция: ободковая; материал оправы: пластик; материал линз: пластик; форма оправы: бабочка; покрытие линз: блокирующее ультрафиолет, упрочняющее, водоотталкивающее и антистатическое, металлизированное (защита от электромагнитных волн) emi, просветляющее; пол: женские; ширина линзы: 54 mm; высота линзы: 47 mm; межцентровое расстояние: 60-62; длина заушника: 144 mm","наличие флексов: да; затемнение: затемнение от воздействия ультрафиалета.; бренд: melorsch; цвет товара: синий; название цвета: blue; страна-изготовитель: россия; размер заушника, мм: 140; коллекция (год): 2023; конструкция очков: ободковые; форма оправы: wayfarer; материал оправы очков: пластик; материал линз: пластик; стиль оправы: спортивный; форма лица: квадратная; покрытие линз: упрочняющее, просветляющее, металлизированное (защита от электромагнитных волн) emi, uv400, водоотталкивающее и …",0.00081114925,0.006368338,-0.45779220779220786,256,256,True,0.00012323563,0.6923076923076923,3,0,0.0,0.0,0.0,1.0,0.029411764705882353
141182,180388762403,0.0,Аптека,очки для чтения valentini с футляром мод. 2270 цвет 1 с асферическими линзами glance sl 1.67 as hmc/emi/uv400 -2.00 рц 60 мм,очки для чтения valentini с футляром мод. 2270 цвет 1 с асферическими линзами glance sl 1.67 as hmc/emi/uv400 -3.50 рц 59 мм,"наличие флексов: нет; затемнение: без затемнения, с просветляющим покрытием.; бренд: valentini; цвет товара: черный; название цвета: black; страна-изготовитель: россия; размер заушника, мм: 140; коллекция (год): 2024; конструкция очков: ободковые; форма оправы: клубмастер; материал оправы очков: полированный ацетат; материал линз: пластик; стиль оправы: офисный (бизнес); форма лица: квадратная; покрытие линз: упрочняющее, просветляющее, металлизированное (защита от электромагнитных волн) uv-400…","диоптрии: - 3.50; цвет оправы: черный; назначение: корректирующие; конструкция: ободковая; материал оправы: пластик; материал линз: пластик; форма оправы: клабмастеры; покрытие линз: emi, упрочняющее, водоотталкивающее и антистатическое, металлизированное (защита от электромагнитных волн) uv-400, просветляющее; пол: женские; ширина линзы: 47 mm; высота линзы: 42 mm; межцентровое расстояние: 71; длина заушника: 140 mm",0.00090054126,0.005845949,-0.4155844155844156,256,256,True,0.00045722688,0.7777777777777778,3,1,0.0,0.0,0.0,0.0,0.05714285714285714
455266681312,601295566022,0.0,Галантерея и аксессуары,"сушилка для обуви windigo lso-07, 17 см, 20 вт, индикатор, таймер 3/6/9 часов, синяя","сушилка для обуви windigo lso-07, 17 см, 20 вт, индикатор, таймер 3/6/9 часов, белая","бренд: windigo; коллекция: базовая коллекция; цвет товара: синий; название цвета: синий; страна-изготовитель: китай; длина, см: 17; комплектация: товар в фабричной упаковке; тип: сушилка для обуви",цвет товара: белый; тип: сушилка; мощность: 20 w,0.033669427,0.5053972,-0.4025974025974026,109,109,False,0.011641951,0.8888888888888888,0,0,0.0,0.0,0.0,0.0,0.0
446676693496,609885371891,1.0,Спорт и отдых,hayabusa лапы боксерские ,перчатки t3 black/gold 14 oz,"бренд: hayabusa; цвет товара: черный; название цвета: black gold; размеры, мм: 12oz; тип: лапы боксерские","артикул производителя: hay046; страна-производитель: пакистан; тип: боксерские перчатки; возрастная группа: взрослые; пол: женский; мужской; вес, унции: 14; назначение: тренировочные; способ фиксации: липучка; материал изделия: натуральная кожа; материал защитного наполнителя: пенополиуретан; цвет: черный; золотистый; код товара: 100063677122",0.032100048,0.012298985,-0.37666666666666665,101,101,False,0.013166888,0.0,0,0,0.0,0.0,0.0,0.0,0.0
326417606392,764504229114,0.0,Спорт и отдых,"шнур полипропиленовый плетеный с сердечником 8х30, веревка для поискового магнита","якорная намотка шнур полипропиленовый плетеный с сердечником 12х50, веревка для поискового магнита","бренд: якорная намотка (г. владимир); цвет товара: черный; название цвета: черный; страна-изготовитель: россия; длина, см: 3000; материал: полипропилен; вид аксессуара, комплектующего для судов: швартовый трос; тип: прочие аксессуары и комплектующие для судов; ширина, см: 0.8",назначение: для лодки,0.0071372883,0.04382103,-0.3733333333333333,116,116,False,0.0028140838,0.6923076923076923,0,0,0.0,0.0,0.0,1.0,0.0
