id1,id2,target,category,title1,title2,attributes1,attributes2,s2_score,catboost_score,catboost_rank_utility_delta,tokens_ab,tokens_ba,token_budget_hit,score_order_gap,title_token_jaccard,numeric_context_conflict_count,unit_conflict_count,code_conflict,model_conflict,memory_conflict,sku_human_asymmetry,attribute_value_overlap_ratio
142672,584115671889,0.0,Детские товары,"sluban / конструктор космические войны осада крепости, 501 деталь","конструктор космические войны осада крепости, 501 деталь",количество элементов: 501; материал изделия: пластик; страна производства: китай; возрастные ограничения: от 6 лет; вес с упаковкой (кг): 0.795 kg; длина упаковки: 48 cm; высота упаковки: 29 cm; ширина упаковки: 7 cm; валюта: rub,"артикул: 421903; бренд: denco store; название цвета: конструктор космические войны осада крепости, 501 деталь; страна-изготовитель: китай; максимальный возраст ребенка: до 18 лет; минимальный возраст ребенка: от 6 лет; тип: конструктор пластиковый",0.99083227,0.95483416,0.010204081632653073,97,97,False,0.00264287,0.875,0,0,0.0,0.0,0.0,0.0,0.14285714285714285
292057836907,257698130946,0.0,Дом и сад,"пакет ламинированный вертикальный, 31 х 40 х 11 см""с новым годом!"", холодное сердце","disney пакет ламинированный вертикальный, 31 х 40 х 11 см ""с новым годом!"", холодное сердце","целевая аудитория: взрослая; артикул: 4997223; бренд: disney; цвет товара: фиолетовый; название цвета: фиолетовый; страна-изготовитель: китай; размер, см: 31; для кого: девочка; праздник: новый год; вид выпуска товара: фабричное производство; материал: картон; комплектация: товар в упаковке; количество в упаковке, шт.: 1; тип: пакет подарочный",цвет товара: фиолетовый; тип: пакет подарочный; материал: картон; особенности: без особенностей; праздник: новый год,0.990727,0.9423213,0.014084507042253502,124,124,False,0.004738331,0.9285714285714286,0,0,0.0,0.0,0.0,0.0,0.2857142857142857
412316929911,850403641166,0.0,Автотовары,датчик quattro freni qf02b00006,датчик quattro freni qf02b00006,бренд: quattro freni; артикул производителя: qf02b00006; примечание: внешний вид изделия может отличаться от фотографий; цена за: 1 шт.; код товара: 600004688644,артикул: quattrofreni_qf02b00006; бренд: qf quattro freni; oem-номер: mn171296; партномер (артикул производителя): qf02b00006; тип: датчик для автомобиля,0.9906457,0.9840102,0.006329113924050667,83,83,False,0.0019477606,1.0,0,0,0.0,0.0,0.0,0.0,0.1111111111111111
549755904744,137439074162,0.0,Музыкальные инструменты,"mz-chg-12-3skull2/b чехол для классической гитары, mezzo",чехол для классической гитары mezzo mz-chg-12-3skull2/b,бренд: mezzo; страна-изготовитель: китай; тип: чехол для музыкального инструмента,в комплекте: 1 шт.; цвет товара: мультиколор; тип: чехол; назначение: для классической гитары; материал: оксфорд,0.9887951,0.9498647,0.00696055684454755,75,75,False,0.0015125275,1.0,0,0,0.0,0.0,0.0,0.0,0.0
214748474036,188978633215,0.0,Спорт и отдых,игольчатый подшипник tohatsu 369-00043-0,kacawa игольчатый подшипник tohatsu 369-00043-0,бренд: kacawa; тип: прочие аксессуары и комплектующие для судов,тип: подшипник; для мотора мощностью: 4.5 l.с.,0.98859787,0.95310974,0.0033333333333332993,65,65,False,0.0025433302,0.8571428571428571,0,0,0.0,0.0,0.0,0.0,0.0
231928403629,300647773647,0.0,Детские товары,"развивающий набор цилиндров ""больше-меньше"", цветные msn17065","не определен развивающий набор цилиндров «больше-меньше», цветные msn17065","возрастной диапазон: от 3 до 5 лет; бренд: noname; вид детской игры: обучающие; цвет товара: разноцветный; страна-изготовитель: китай; материал: дерево; максимальный возраст ребенка: до 18 лет; методики обучения: марии монтессори; минимальный возраст ребенка: от 3 лет; комплектация: развивающий набор цилиндров ""больше-меньше"", цветные msn17065 - 1 штука.; пол ребенка: унисекс; тип: обучающая игра",тип: набор развивающих игрушек; минимальный возраст: мес.; материал: дерево,0.9885978,0.9545794,0.010204081632653073,126,126,False,0.0032366514,0.7777777777777778,0,0,0.0,0.0,0.0,0.0,0.07142857142857142
652835126738,94489427301,0.0,Дом и сад,"картридж сменный zein ps-10sl, полипропиленовая нить, 25 мкм","картридж сменный zein ps-10sl, полипропиленовая нить, 25 мкм",размер фильтруемых частицы: 25 мкм; комплект: да; тип: картридж; производительность: 4 l/мин; ресурс фильтрующего элемента: 25000 l; максимальная рабочая температура: 35 °c; полипропиленовый: да; механическая фильтрация: есть; длина: 254 mm,"артикул: 1577202; бренд: zein; ресурс кассеты фильтра, л: 25000; страна-изготовитель: россия; эффект: тонкая очистка; типоразмер фильтра: sl 10 (slim line); габариты (дхшхв, см): 6х6х25; комплектация: картридж 1 шт; наличие помпы: нет; единиц в одном товаре: 1; тип: система очистки воды; гарантийный срок: 3 месяца; вес товара, г: 120",0.98627317,0.95868987,0.0,124,124,False,0.006636977,1.0,0,0,0.0,0.0,0.0,0.0,0.0
472446408347,652835119336,0.0,Детские товары,"iq-zabiaka / конструктор «забавные шестерёнки», работает от батареек, 53","конструктор ""забавные шестерёнки"", работает от батареек, 53 детали     ",количество элементов: 53; материал изделия: пластик; тип элемента питания: от батареек; количество батареек для работы: 1 шт.; страна производства: китай; вес с упаковкой (кг): 0.285 kg; длина упаковки: 26 cm; высота упаковки: 18 cm; ширина упаковки: 6 cm; валюта: rub,"бренд: нет бренда; цвет товара: разноцветный; название цвета: разноцветный; материал: abs пластик; максимальный возраст ребенка: до 13 лет; минимальный возраст ребенка: от 1,5 лет; назначение подвижных игр: для дома; пол ребенка: унисекс; вид игрового набора: крокет; тип: набор для подвижных игр",0.9859893,0.91191906,0.13605442176870752,119,119,False,0.0039138794,0.7,0,0,0.0,0.0,0.0,0.0,0.0
360777360562,850403683504,0.0,Хобби и творчество,"время игры падающая башня ""время игры"", 20.5 х 6.3 см, 54 бруска, брусок 6.3 х 1.1 х 2.1 см","время игры, падающая башня ""время игры"", 20.5 х 6.3 см, 54 бруска, брусок 6.3 х 1.1 х 2.1 см","тип: настольная игра; возраст от: 6 лет; количество игроков: 2-10; время партии: 20.50 минут; тип игры: логическая, семейная, на реакцию и внимание; материал: дерево",целевая аудитория: детская; бренд: время игры; цвет товара: разноцветный; страна-изготовитель: китай; вид выпуска товара: фабричное производство; минимальный возраст ребенка: от 6 лет; тип: настольная игра,0.98575634,0.95570534,0.01016949152542368,123,123,False,0.0041929483,1.0,0,0,0.0,0.0,0.0,0.0,0.08333333333333333
455266557449,335007518283,0.0,Красота и гигиена,зубная паста lacalut aktiv защита десен и бережное отбеливание 75мл,"зубная паста lacalut aktiv защита дёсен и бережное отбеливание, 75 мл","вес: 0.075 ""кг""; бренд: lacalut; страна производства: германия; состав: aqua, hydrogenated starch hydrolysate, aluminum hydroxide, hydrated silica, silica, poloxamer 188, cocamidopropyl betaine, aroma, xanthan gum, aluminum lactate, disodium edta, titanium dioxide, sodium hydroxide, sodium aluminum fluoride, allantoin, calcium glycero phosphate, magnesium citrate, sodium saccharin, lactose, bromelain, chlorhexidine digluconate, bisabolol, malto dextrin, papain. содержание ионов фтора 1400 ppm. …",бренд: lacalut; состав: 100% натуральные вещества; страна-изготовитель: германия; тип: зубная паста,0.982424,0.96739924,0.0,224,224,False,0.012046635,1.0,0,0,0.0,0.0,0.0,0.0,0.3333333333333333
