id1,id2,target,category,title1,title2,attributes1,attributes2,s2_score,catboost_score,catboost_rank_utility_delta,tokens_ab,tokens_ba,token_budget_hit,score_order_gap,title_token_jaccard,numeric_context_conflict_count,unit_conflict_count,code_conflict,model_conflict,memory_conflict,sku_human_asymmetry,attribute_value_overlap_ratio
309237797677,498216326583,0.0,Спорт и отдых,фонарик,фонарик,длина упаковки: 12 cm; высота упаковки: 5 cm; ширина упаковки: 5 cm; валюта: rub,"комплектация элементом питания: не входит в комплект; комплектация зарядным устройством: не комплектуется зарядным устройством; бренд: артпрайд; цвет товара: золотой; название цвета: золотой; страна-изготовитель: россия; формат (типоразмер) элементов питания: батареи/аккумуляторы тип aa; оттенок света: дневной белый; кол-во светодиодов: 1; кол-во режимов: 1; комплектация: 1 фонарик; размер (дхшхв), см: 2х2х14,5; тип: ручной фонарь; тип элементов питания: элементы питания аа; гарантийный срок: н…",0.08484039,0.022007529,0.45333333333333337,96,96,False,0.012112729,1.0,0,0,0.0,0.0,0.0,0.0,0.0
833223786808,403727052411,0.0,Спорт и отдых,налобный светодиодный фонарь аккумуляторный,фонарь налобный аккумуляторный светодиодный,"комплектация элементом питания: входит в комплект; комплектация зарядным устройством: зарядное устройство в комплекте; бренд: unity sport; цвет товара: синий; название цвета: синий; страна-изготовитель: китай; степень защиты от влаги и пыли: ip44; модель светодиода: xpe, cob; формат (типоразмер) элементов питания: 18650; особенности фонаря: регулировка угла наклона; оттенок света: нейтральный белый; кол-во режимов: 4; комплектация: фонарик, зарядный кабель, 2 аккумулятора 18650; мощность, вт: 1…",цвет: черный; дальность действия: 1000 м; количество режимов работы: 5 шт.; модель: лазерный; мощный; дальнобойный; источник света: pm-10tg; рм-10tg; тип элемента питания: аккумулятор; типоразмер элемента питания: li18650; время работы от аккумулятора: 12 ч; емкость аккумулятора: 2200 ма*ч; степень пылевлагозащиты: ipx6; свойства корпуса: влагозащищенный корпус; защита от пыли и влаги; ударопрочный; количество предметов в упаковке: 5 шт.; страна производства: китай; комплектация: фонарик на лоб…,0.052768793,0.018539162,0.43666666666666665,200,200,False,0.0012690723,1.0,0,0,0.0,1.0,0.0,0.0,0.03225806451612903
644245095476,481036348850,0.0,Аптека,"тонированные очки dario мод. 310344 цвет 3 с линзами nikita 1.56 gradient brown, hma/emi -3.25 рц 60-62","тонированные очки dario мод. 310418 цвет 3 с линзами nikita 1.56 gradient brown, hma/emi -3.25 рц 62-64","наличие флексов: нет; бренд: dario; цвет товара: черный; название цвета: black & gray; страна-изготовитель: россия; размер заушника, мм: 146; коллекция (год): 2022; конструкция очков: ободковые; форма оправы: прямоугольная; материал оправы очков: пластик; материал линз: пластик; стиль оправы: повседневный; форма лица: квадратная; покрытие линз: упрочняющее, просветляющее, металлизированное (защита от электромагнитных волн) uv-350, водоотталкивающее и антистатическое; высота линзы, мм: 43; ширин…","диоптрии: - 3.25; цвет оправы: золотистый, коричневый; назначение: для компьютера; конструкция: ободковая; материал оправы: комбинированный; материал линз: пластик; форма оправы: прямоугольная; покрытие линз: упрочняющее, водоотталкивающее и антистатическое, металлизированное (защита от электромагнитных волн), металлизированное (защита от электромагнитных волн) uv-350, просветляющее; пол: унисекс; особенности: салфетка в комплекте; ширина моста: 17 mm; ширина линзы: 54 mm; высота линзы: 42 mm; …",0.0031953296,0.0022138506,0.4253246753246753,256,256,True,0.001348123,0.8181818181818182,2,0,0.0,0.0,0.0,0.0,0.08571428571428572
300647786986,180388757658,0.0,Музыкальные инструменты,kyser / kg6f каподастр для акустической гитары,kyser kg6o каподастр для акустической гитары,материал изделия: алюминий; страна производства: сша; комплектация: каподастр для акустической гитары; валюта: rub,бренд: kyser; страна-изготовитель: сша; вид музыкального аксессуара: каподастр; материал муз. инструмента/аксессуара: металл; назначение муз. аксессуара: для акустической гитары; тип: аксессуар для струнных,0.03786687,0.020516722,0.42227378190255216,81,81,False,0.0017786399,0.7142857142857143,0,0,0.0,0.0,0.0,0.0,0.1111111111111111
558345849063,781684123553,1.0,Музыкальные инструменты,"dunlop / kirk hammett jazz iii медиаторы, 6шт, толщина 1.38мм","медиаторы kirk hammett jazz iii, 24шт, толщина 1.38мм, dunlop 47rkh3nps",количество предметов в упаковке: 6; комплектация: 1 комплект; валюта: rub,"бренд: dunlop; цвет товара: розовый; страна-изготовитель: сша; вид музыкального аксессуара: медиатор; материал муз. инструмента/аксессуара: нейлон; партномер: 47rkh3nps; назначение муз. аксессуара: для электрогитары; комплектация: медиаторы, 24 шт в уп.; количество в упаковке, шт: 24; тип: аксессуар для струнных; вес товара, г: 14",0.015653625,0.05342255,0.4013921113689095,108,108,False,0.0025225775,0.7692307692307693,1,1,0.0,0.0,0.0,1.0,0.0
824633743096,223338434444,0.0,Музыкальные инструменты,каподастр на 3 струны для акустической гитары kyser kg3s,каподастр для акустической гитары kyser kg3g на 3 струны,тип: каподастр; назначение: для акустической гитары,бренд: kyser; цвет товара: золотой; страна-изготовитель: сша; вид музыкального аксессуара: каподастр; партномер: kg3g; назначение муз. аксессуара: для акустической гитары; комплектация: каподастр 1 шт; тип: аксессуар для струнных,0.030696042,0.016744027,0.3967517401392111,90,90,False,0.011321237,0.8,0,0,0.0,0.0,0.0,0.0,0.25
103079220577,300647808170,0.0,Музыкальные инструменты,"gold-d8-wcase-lb gold series акустическая гитара, санберст, с чехлом, cort","электроакустическая гитара cort earth100ssf-sb earth series, санберст","тип: -; sunburst: да; тип корпуса: drednought; тип грифа: вклеенный; размер: 4/4; ориентация: правосторонняя; наличие звукоснимателя: без звукоснимателя; количество ладов: 20; мензура: 643 mm; колки: открытые; количество струн: 6; струны: бронзовые; тип обмотки струн: круглая; материал корпуса: массив бразильского железного дерева pau ferro, массив ситхинской ели, подсушенная; материал грифа: красное дерево, усиленный; материал накладки на гриф: черное дерево; в комплекте: чехол, заводские стру…","материал корпуса/верхней деки: ель; материал нижней деки: красное дерево; бренд: cort; тип бриджа: фиксированный; цвет товара: коричневый; название цвета: санберст; страна-изготовитель: китай; материал накладки грифа: ованкол; ширина грифа, мм: 43; количество ладов, шт.: 20; форма гитары: дредноут; размер инструмента: 4/4; мензура, мм: 628; материал грифа: красное дерево; крепление грифа: вклеенный; комплектация: электроакустическая гитара cort earth100ssf-sb earth series.; материал обечайки: к…",0.03245164,0.019406982,0.38515081206496515,256,256,True,0.036884148,0.26666666666666666,0,0,1.0,0.0,0.0,0.0,0.10810810810810811
197568569450,678604984417,0.0,Автотовары,магнитола teyes сс3l lada xray (4/32/ips),магнитола teyes сс3l audi tt (4/32/ips),"bluetooth: да; бренд: teyes; цвет подсветки кнопок: белый; количество ядер: 8; цвет товара: черный; совместимые платформы: android; страна-изготовитель: китай; диагональ экрана: 9""; форматы дисков: usb; количество встроенной памяти, гб: 32; особенности: ос android; поддерживаемые форматы: mp3; передняя панель: фиксированная; интерфейсы: usb; макс. выходная мощность на канал, вт: 45; навигационные системы: gps; комплектация: 🔻головное устройство teyes сс3 l 🔻камера заднего вида тиайс в 🎁🎁🎁 подар…","поддержка sim-карты: есть; процессор: 8 шт.; mp3-проигрыватель: есть; усилитель: есть; gps: есть; глонасс: есть; напряжение питания: 12 в; радиоприемник: есть; цифровой тюнер: есть; автопоиск станций: есть; rds: есть; диапазон fm: есть; общее число предустановок радио: 8; эквалайзер: есть; количество полос эквалайзера: 40; количество предустановок эквалайзера: 12; типоразмер: в штатное место; вес: 2000 g; подробная комплектация: головное устройство, все необходимые провода, рамка под ваше авто,…",0.034481753,0.015405068,0.379746835443038,256,256,True,0.017930293,0.6,1,1,0.0,0.0,1.0,0.0,0.038461538461538464
68719567346,755914257972,0.0,Аптека,"фотохромные очки dario мод. 310421 цвет 2 с линзами romeo 1.56 fast photocolor brown, hmc+ -6.00 рц 64-66","фотохромные очки dario мод. 310421 цвет 2 с линзами romeo 1.56 fast photocolor brown, hmc+ +3.00 рц 62-64","диоптрии: - 6.00; цвет оправы: золотистый, черный; назначение: корректирующие; конструкция: ободковая; материал оправы: комбинированный; материал линз: пластик; форма оправы: прямоугольная; покрытие линз: блокирующее ультрафиолет, упрочняющее, водоотталкивающее и антистатическое, металлизированное (защита от электромагнитных волн) emi, просветляющее; пол: унисекс; особенности: салфетка в комплекте; ширина моста: 17 mm; ширина линзы: 53 mm; высота линзы: 42 mm; межцентровое расстояние: 64-66; дл…","наличие флексов: да; бренд: dario; цвет товара: золотой; название цвета: gold & black; страна-изготовитель: россия; размер заушника, мм: 141; коллекция (год): 2024; конструкция очков: ободковые; форма оправы: прямоугольная; материал оправы очков: комбинированный; материал линз: пластик; стиль оправы: офисный (бизнес); форма лица: квадратная; покрытие линз: упрочняющее, просветляющее, металлизированное (защита от электромагнитных волн) emi, uv400, водоотталкивающее и антистатическое; высота линз…",0.0023429058,0.0022157517,0.3668831168831169,256,256,True,0.001809541,0.8260869565217391,2,0,0.0,0.0,0.0,0.0,0.11428571428571428
214748411211,154618832515,1.0,Автотовары,шрус haft наружний для chevrolet lacetti 2005- ga0124,шрус наружный,бренд: haft; артикул производителя: ga0124; примечание: внешний вид изделия может отличаться от фотографий; код товара: 100053570499,артикул: haft_ga0173; бренд: haft; oem-номер: mr377713; mr377715; mr910888; mr910890; партномер (артикул производителя): ga0173; тип: шрус наружный,0.026594661,0.08142588,0.35126582278481017,86,86,False,0.010287866,0.1111111111111111,0,0,0.0,1.0,0.0,1.0,0.125
