split,error_type,ngram,n_words,support,errors,error_rate,split_base_error_rate,error_lift
iid,fp,100 мл бренд нет,4,12,9,0.75,0.0660887187570367,11.348381601362862
iid,fp,100 мл бренд нет бренда,5,12,9,0.75,0.0660887187570367,11.348381601362862
iid,fp,гигиена название парфюмерная,3,11,7,0.6363636363636364,0.0660887187570367,9.628929843580611
iid,fp,гигиена название парфюмерная вода,4,11,7,0.6363636363636364,0.0660887187570367,9.628929843580611
iid,fp,и гигиена название парфюмерная,4,11,7,0.6363636363636364,0.0660887187570367,9.628929843580611
iid,fp,и гигиена название парфюмерная вода,5,11,7,0.6363636363636364,0.0660887187570367,9.628929843580611
iid,fp,красота и гигиена название парфюмерная,5,11,7,0.6363636363636364,0.0660887187570367,9.628929843580611
iid,fp,название парфюмерная вода,3,11,7,0.6363636363636364,0.0660887187570367,9.628929843580611
iid,fp,тип игрушка для,3,10,6,0.6,0.0660887187570367,9.07870528109029
iid,fp,бренд нет бренда тип вода,5,12,7,0.5833333333333334,0.0660887187570367,8.826519023282227
iid,fp,бренда тип вода,3,12,7,0.5833333333333334,0.0660887187570367,8.826519023282227
iid,fp,бренда тип вода парфюмерная,4,12,7,0.5833333333333334,0.0660887187570367,8.826519023282227
iid,fp,бренда тип вода парфюмерная объем,5,12,7,0.5833333333333334,0.0660887187570367,8.826519023282227
iid,fp,нет бренда тип вода,4,12,7,0.5833333333333334,0.0660887187570367,8.826519023282227
iid,fp,нет бренда тип вода парфюмерная,5,12,7,0.5833333333333334,0.0660887187570367,8.826519023282227
iid,fp,материал пластик высота игрушки,4,21,11,0.5238095238095238,0.0660887187570367,7.925853816824857
iid,fp,материал пластик высота игрушки см,5,21,11,0.5238095238095238,0.0660887187570367,7.925853816824857
iid,fp,ребенка от 3 лет особенности,5,14,7,0.5,0.0660887187570367,7.565587734241908
iid,fp,12 лет минимальный,3,12,6,0.5,0.0660887187570367,7.565587734241908
iid,fp,12 лет минимальный возраст,4,12,6,0.5,0.0660887187570367,7.565587734241908
iid,fp,12 лет минимальный возраст ребенка,5,12,6,0.5,0.0660887187570367,7.565587734241908
iid,fp,до 12 лет минимальный,4,12,6,0.5,0.0660887187570367,7.565587734241908
iid,fp,до 12 лет минимальный возраст,5,12,6,0.5,0.0660887187570367,7.565587734241908
iid,fp,ребенка до 12 лет минимальный,5,12,6,0.5,0.0660887187570367,7.565587734241908
iid,fp,лоток для страз стилус,4,10,5,0.5,0.0660887187570367,7.565587734241908
iid,fp,пластик высота игрушки,3,23,11,0.4782608695652174,0.0660887187570367,7.236649137100956
iid,fp,пластик высота игрушки см,4,23,11,0.4782608695652174,0.0660887187570367,7.236649137100956
iid,fp,вода парфюмерная объем мл 100,5,21,10,0.47619047619047616,0.0660887187570367,7.20532165165896
iid,fp,парфюмерная объем мл 100,4,21,10,0.47619047619047616,0.0660887187570367,7.20532165165896
iid,fp,девочка страна-изготовитель китай,3,15,7,0.4666666666666667,0.0660887187570367,7.061215218625781
iid,fp,пол ребенка девочка страна-изготовитель китай,5,15,7,0.4666666666666667,0.0660887187570367,7.061215218625781
iid,fp,ребенка девочка страна-изготовитель китай,4,15,7,0.4666666666666667,0.0660887187570367,7.061215218625781
iid,fp,бытовая химия название grass,4,13,6,0.46153846153846156,0.0660887187570367,6.983619446992531
iid,fp,категория бытовая химия название grass,5,13,6,0.46153846153846156,0.0660887187570367,6.983619446992531
iid,fp,химия название grass,3,13,6,0.46153846153846156,0.0660887187570367,6.983619446992531
iid,fp,1 защищенность без,3,11,5,0.45454545454545453,0.0660887187570367,6.877807031129008
iid,fp,1 защищенность без защиты,4,11,5,0.45454545454545453,0.0660887187570367,6.877807031129008
iid,fp,1 защищенность без защиты количество,5,11,5,0.45454545454545453,0.0660887187570367,6.877807031129008
iid,fp,1 категория канцелярские,3,11,5,0.45454545454545453,0.0660887187570367,6.877807031129008
iid,fp,1 категория канцелярские товары,4,11,5,0.45454545454545453,0.0660887187570367,6.877807031129008
iid,fp,1 категория канцелярские товары название,5,11,5,0.45454545454545453,0.0660887187570367,6.877807031129008
iid,fp,для страз стилус,3,11,5,0.45454545454545453,0.0660887187570367,6.877807031129008
iid,fp,одном товаре 1 защищенность без,5,11,5,0.45454545454545453,0.0660887187570367,6.877807031129008
iid,fp,товаре 1 защищенность без,4,11,5,0.45454545454545453,0.0660887187570367,6.877807031129008
iid,fp,товаре 1 защищенность без защиты,5,11,5,0.45454545454545453,0.0660887187570367,6.877807031129008
iid,fp,товары название noname,3,11,5,0.45454545454545453,0.0660887187570367,6.877807031129008
iid,fp,3 лет особенности,3,20,9,0.45,0.0660887187570367,6.8090289608177175
iid,fp,бренд lisik тип,3,35,15,0.42857142857142855,0.0660887187570367,6.484789486493064
iid,fp,возраст ребенка до 12,4,14,6,0.42857142857142855,0.0660887187570367,6.484789486493064
iid,fp,возраст ребенка до 12 лет,5,14,6,0.42857142857142855,0.0660887187570367,6.484789486493064
iid,fp,максимальный возраст ребенка до 12,5,14,6,0.42857142857142855,0.0660887187570367,6.484789486493064
iid,fp,ребенка до 12,3,14,6,0.42857142857142855,0.0660887187570367,6.484789486493064
iid,fp,ребенка до 12 лет,4,14,6,0.42857142857142855,0.0660887187570367,6.484789486493064
iid,fp,продавца валюта rub страна,4,19,8,0.42105263157894735,0.0660887187570367,6.371021249887923
iid,fp,продавца валюта rub страна производства,5,19,8,0.42105263157894735,0.0660887187570367,6.371021249887923
iid,fp,у продавца валюта rub страна,5,19,8,0.42105263157894735,0.0660887187570367,6.371021249887923
iid,fp,6 см количество,3,12,5,0.4166666666666667,0.0660887187570367,6.304656445201591
iid,fp,rub возрастные ограничения от,4,12,5,0.4166666666666667,0.0660887187570367,6.304656445201591
iid,fp,валюта rub возрастные ограничения от,5,12,5,0.4166666666666667,0.0660887187570367,6.304656445201591
iid,fp,вес г 200,3,12,5,0.4166666666666667,0.0660887187570367,6.304656445201591
iid,fp,длина упаковки 36,3,12,5,0.4166666666666667,0.0660887187570367,6.304656445201591
iid,fp,длина упаковки 36 см,4,12,5,0.4166666666666667,0.0660887187570367,6.304656445201591
iid,fp,мл 100 единиц,3,12,5,0.4166666666666667,0.0660887187570367,6.304656445201591
iid,fp,мл 100 единиц в,4,12,5,0.4166666666666667,0.0660887187570367,6.304656445201591
iid,fp,мл 100 единиц в одном,5,12,5,0.4166666666666667,0.0660887187570367,6.304656445201591
iid,fp,объем мл 100 единиц,4,12,5,0.4166666666666667,0.0660887187570367,6.304656445201591
iid,fp,объем мл 100 единиц в,5,12,5,0.4166666666666667,0.0660887187570367,6.304656445201591
iid,fp,см длина упаковки 36,4,12,5,0.4166666666666667,0.0660887187570367,6.304656445201591
iid,fp,см длина упаковки 36 см,5,12,5,0.4166666666666667,0.0660887187570367,6.304656445201591
iid,fp,эффектов минимальный возраст ребенка от,5,12,5,0.4166666666666667,0.0660887187570367,6.304656445201591
iid,fp,года пол ребенка унисекс страна-изготовитель,5,17,7,0.4117647058823529,0.0660887187570367,6.230484016434512
iid,fp,от 3 лет особенности,4,17,7,0.4117647058823529,0.0660887187570367,6.230484016434512
iid,fp,пол ребенка девочка страна-изготовитель,4,22,9,0.4090909090909091,0.0660887187570367,6.190026328016107
