id1,id2,canonical_id1,canonical_id2,target,category,hard_subset,title1,title2,normalized_title1,normalized_title2,attributes1,attributes2,full_representation_sha256_1,full_representation_sha256_2,exact_normalized_title_match,numeric_conflict,code_conflict,model_code_conflict,critical_attribute_conflict,sku_vs_human_title,identical_full_representation,unordered_id_pair_target_conflict,representation_pair_target_conflict,definite_label_conflict,suspicious_negative_identity,suspicious_positive_conflict,strong_label_suspicion,very_high_lexical_similarity_negative,very_low_lexical_similarity_positive,title_token_jaccard,title_char_tfidf_cosine,numeric_context_conflict_count,unit_conflict_count,brand_conflict,model_conflict,memory_conflict,color_conflict,s0_score,s2_score,catboost_score
1296,163208881692,1296,163208881692,1.0,Детские товары,hard_clean,мягкая игрушка 23см budi basa зайка ми с розовой подушкой - единорогом (sidm-305),budi basa / мягкая игрушка зайка ми 18 см,мягкая игрушка 23 cm budi basa зайка ми с розовой подушкой - единорогом (sidm-305),budi basa / мягкая игрушка зайка ми 18 cm,"{""бренд"":""зайка ми"",""цвет товара"":""бежевый"",""название цвета"":""зайка ми с розовой подушкой - единорогом "",""страна-изготовитель"":""россия"",""дополнительные функции"":""без эффектов"",""высота игрушки, см"":""23"",""материал"":""текстиль"",""минимальный возраст ребенка"":""от 3 лет"",""персонаж"":""зайка ми"",""пол ребенка"":""унисекс"",""вид мягкой игрушки"":""заяц"",""тип"":""мягкая игрушка""}","{""материал игрушки"":""искусственный мех, текстиль, пластик"",""наполнитель"":""холлофайбер"",""вид упаковки"":""коробка открытого типа"",""высота предмета"":""18 см"",""страна производства"":""россия"",""комплектация"":""мягкая игрушка зайка ми 18 см - 1 шт."",""длина упаковки"":""20 см"",""высота упаковки"":""23 см"",""ширина упаковки"":""20 см"",""валюта"":""rub""}",b548daca045755b1ba780fdaaedf69dcafd6692618e3bcf332390438f4e6f5d9,a5f1530680e85f46df4a41fad19ad19bf90f7e8b8fb9e2c95213b1d1e6fdeaad,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.4666666666666667,0.5770601630210876,0,0,0.0,0.0,0.0,0.0,0.063047916,0.17398882,0.22383387
1533,661425026059,1533,661425026059,0.0,Аптека,hard_clean,nikitana оправа для очков,оправа для очков nikitana,nikitana оправа для очков,оправа для очков nikitana,"{""целевая аудитория"":""взрослая"",""артикул"":""nk8932c1"",""наличие флексов"":""да"",""бренд"":""nikitana"",""коллекция"":""базовая коллекция"",""цвет товара"":""кремовый"",""название цвета"":""c1"",""страна-изготовитель"":""китай"",""размер заушника, мм"":""140"",""конструкция очков"":""ободковые"",""форма оправы"":""круглая"",""материал оправы очков"":""металл"",""материал линз"":""пластик"",""стиль оправы"":""повседневный"",""форма лица"":""квадратная"",""высота линзы, мм"":""51"",""ширина линзы, мм"":""54"",""размер моста на переносице, мм"":""19"",""пол ребенка"":""унисекс"",""пол"":""женский"",""общая ширина, мм"":""137"",""тип"":""оправа для очков""}","{""цвет товара"":""черный/прозрачный"",""пол"":""для женщин"",""конструкция"":""ободковая"",""форма оправы"":""прямоугольная"",""материал оправы"":""пластик"",""ширина оправы"":""140 мм"",""высота оправы"":""38 мм"",""ширина линзы"":""53 мм"",""высота линзы"":""23 мм"",""длина заушника"":""148 мм"",""ширина моста"":""17 мм""}",d1a1bc0722c7763a5e524e282678c66f51931514e04ef054f69cb9404bfda044,e360c86b777dcd9af7adc8b0b5f3cb4ba6dc4eb2bcbf412582fe78e7da9abdfd,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1.0,1.0,0,0,0.0,0.0,0.0,1.0,0.040134825,0.0028993636,0.0036718321
2609,395137057105,2609,395137057105,0.0,Музыкальные инструменты,hard_clean,"pe1d педаль бас барабана, двойная, ehwd",pearl / двойная педаль для бас барабана,"pe1d педаль бас барабана, двойная, ehwd",pearl / двойная педаль для бас барабана,"{""бренд"":""ehwd"",""цвет товара"":""черный"",""страна-изготовитель"":""китай (тайвань)"",""вид музыкального аксессуара"":""педаль"",""материал муз. инструмента/аксессуара"":""войлок"",""партномер"":""pe1d"",""назначение муз. аксессуара"":""для барабана-бас"",""комплектация"":""pe1d педаль бас барабана, двойная, ehwd"",""количество в упаковке, шт"":""1"",""тип"":""аксессуар для ударных"",""вес товара, г"":""5200""}","{""страна производства"":""китай"",""длина упаковки"":""42 см"",""высота упаковки"":""22 см"",""ширина упаковки"":""25 см"",""валюта"":""rub""}",9f3331cbf203da02af40f5c84f678d042d115b7b75428b673c03f5a5fde7aebc,f7d813a6e67a1571527e4e2e3d094dbd4d00b62eb0c7bd19b10be317b300bbbc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5,0.6235741376876831,0,0,0.0,0.0,0.0,0.0,0.18678135,0.2698759,0.2303911
6437,274878021547,6437,274878021547,0.0,Автотовары,hard_clean,штрих корректор/ маркер 2в1 fiat / lancia 843e giallo libia 20 мл,kiwix штрих корректор/ маркер 2в1 fiat / lancia 892 gold 20 мл,штрих корректор/ маркер 2в1 fiat / lancia 843e giallo libia 20 ml,kiwix штрих корректор/ маркер 2в1 fiat / lancia 892 gold 20 ml,"{""альтернативные артикулы товара"":""843e-009652kh"",""сезон"":""на любой сезон"",""форма выпуска"":""готовый раствор"",""область применения"":""кузов"",""бренд"":""kiwix"",""название цвета"":""по коду краски"",""страна-изготовитель"":""россия"",""комплектация"":""штрих корректор/ маркер 2в1 fiat / lancia 843e giallo libia 20 мл"",""упаковка"":""коробка"",""партномер (артикул производителя)"":""843e-009652kh"",""тип"":""средство для ремонта царапин"",""вид техники"":""внедорожники"",""объем, мл"":""20""}","{""объем"":""20 мл"",""тип"":""автоэмаль"",""назначение"":""кузов"",""форма выпуска"":""карандаш + кисточка"",""срок годности"":""2 г.""}",74aeb0b8a0088f3e2b3b639993bdc37be8d7e5eb9184056830db6cb92935d02a,22e909baa705f48d4100a88d40cdc05c6dc9a237d62a98052cb64140b2e09635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5714285714285714,0.6867628693580627,0,0,0.0,0.0,0.0,0.0,0.021425394,0.04741984,0.06441402
12301,455266626547,12301,455266626547,0.0,Электроника,hard_clean,kfd зарядное устройство для dell inspiron 11z блок питания зарядка адаптер для ноутбука,зарядное устройство для dell precision m4400 блок питания зарядка адаптер для ноутбука,kfd зарядное устройство для dell inspiron 11z блок питания зарядка адаптер для ноутбука,зарядное устройство для dell precision m4400 блок питания зарядка адаптер для ноутбука,"{""назначение"":""для ноутбука"",""совместимость"":""dell"",""макс. сила тока"":""3.34 а"",""выходное напряжение"":""19.5 в"",""гарантийный срок"":""1 г.""}","{""бренд"":""нет бренда"",""цвет товара"":""черный"",""список совместимых устройств"":""ноутбуки;моноблоки;мониторы"",""входной коннектор"":""сетевая вилка"",""количество выходных разъемов"":""1"",""страна-изготовитель"":""китай"",""конструктивные особенности"":""защита от перегрева"",""партномер"":""8504403281"",""макс. выходная мощность, вт"":""65"",""выходное напряжение, в"":""19.5"",""назначение"":""для ноутбуков"",""комплектация"":""блок питания для ноутбука, сетевой кабель (если требуется отдельный)"",""макс. выходной ток, а"":""3.34"",""выходной коннектор"":""сетевая вилка"",""тип"":""блок питания для ноутбука"",""гарантийный срок"":""1 год""}",9912b85946d5d63200f212b04446a0e7b062c9711809d6770c8b28ab0810a755,eac302ef5075e531f5e5f041edc46ad6ad6926fb51f14e699e33da4ae8b59d13,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.6428571428571429,0.7511460781097412,0,0,0.0,0.0,0.0,0.0,0.13708405,0.06887474,0.10234419
12642,403727073530,12642,403727073530,1.0,Музыкальные инструменты,hard_clean,струны для электрогитары elixir 12077 nanoweb light-heavy 10-52,"elixir / комплект струн для электрогитары, nanoweb, light, 10-52",струны для электрогитары elixir 12077 nanoweb light-heavy 10-52,"elixir / комплект струн для электрогитары, nanoweb, light, 10-52","{""бренд"":""elixir"",""цвет товара"":""синий"",""страна-изготовитель"":""сша"",""вид музыкального аксессуара"":""струны"",""материал муз. инструмента/аксессуара"":""никель"",""партномер"":""12077"",""назначение муз. аксессуара"":""для электрогитары"",""комплектация"":""комплект струн, размер набора : 10-52"",""количество в упаковке, шт"":""6"",""тип"":""аксессуар для струнных"",""вес товара, г"":""50""}","{""количество предметов в упаковке"":""6"",""калибр струн"":""10-52"",""материал изделия"":""никелированные"",""назначение струн"":""для электрогитары"",""страна производства"":""сша"",""комплектация"":""комплект струн для электрогитары 6 струн в уп"",""валюта"":""rub""}",0dff0f89935b3fa36002be1c512d819ae674766cd318621ac4c85d0b9b1171ec,0d17f2e9d7ed42ef5746816c639515dccd422efaf331a7eebfec62da9a510825,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5833333333333334,0.6580109596252441,0,0,0.0,0.0,0.0,0.0,0.70478463,0.69045234,0.6716096
12849,231928291404,12849,231928291404,0.0,Мебель,hard_clean,лига диванов угловой диван дрезден правый угол,"лига диванов угловой диван ,283х177х93см",лига диванов угловой диван дрезден правый угол,"лига диванов угловой диван ,283х177х93см","{""ширина общая"":""177 см"",""обивка"":""текстиль"",""расположение угла"":""справа"",""цвет товара"":""коричневый"",""тип"":""диван угловой"",""назначение"":""для гостиной"",""число мест"":""4"",""особенности"":""пружинный блок, ящик для белья, подлокотники"",""механизм трансформации"":""пантограф"",""наполнитель"":""блок независимых пружин"",""материал каркаса"":""дсп, лдсп"",""габариты транспортной упаковки"":""283х177х93 см"",""вес в транспортной упаковке"":""158 кг""}","{""артикул"":""111804"",""высота спинки, см"":""48"",""ширина спинки, см"":""227"",""бренд"":""лига диванов"",""цвет товара"":""светло-коричневый"",""название цвета"":""корфу 03"",""тип матраса"":""независимые пружины"",""страна-изготовитель"":""россия"",""глубина, см"":""177"",""форма поставки"":""в разобранном виде"",""форма дивана"":""угловой"",""конструктивные особенности"":""съемные подушки"",""материал наполнителя"":""пенополиуретан"",""ориентация"":""правый"",""высота, см"":""93"",""исполнение"":""деревянное"",""вид выпуска товара"":""фабричное производство"",""материал обивки"":""рогожка"",""материал корпуса"":""лдсп"",""макс. нагрузка, кг"":""240"",""высота сиденья, см"":""45"",""комплектация"":""подушки 3 шт."",""назначение (помещение)"":""для дома"",""комната"":""гостиная"",""глубина сиденья, см"":""80"",""ширина сиденья, см"":""227"",""стиль дизайна"":""современная классика"",""тип"":""угловой диван"",""вид раскладывания"":""пантограф"",""рисунок на обивке"":""без рисунка"",""гарантийный срок"":""18 месяцев"",""вес товара, г"":""158000"",""ширина, см"":""283""}",09b31bcaa4410701f753b41ffb49afde9be53e1d5e8ebf028d0d1a93a1ad8ca2,163febe506b80c42b4034c7b9b4b2e8579030bf57258de1f019baa0ee0999df5,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,0.5,0.380931556224823,0,0,0.0,0.0,0.0,1.0,0.09101282,0.25889528,0.20819595
13728,549755831603,13728,549755831603,1.0,Галантерея и аксессуары,hard_clean,/ обложка,"папка для документов, 1 комплект, цвет белый, пвх",/ обложка,"папка для документов, 1 комплект, цвет белый, пвх","{""страна производства"":""россия"",""комплектация"":""папка для документов - 1 шт."",""валюта"":""rub""}","{""целевая аудитория"":""взрослая"",""бренд"":""noname"",""коллекция"":""базовая коллекция"",""цвет товара"":""белый"",""страна-изготовитель"":""россия"",""глубина, см"":""1"",""высота, см"":""22"",""материал"":""пвх (поливинилхлорид)"",""количество в упаковке"":""1"",""комплектация"":""папка для документов, 1 комплект, цвет белый, пвх - 1 штука."",""упаковка"":""пакет"",""вид принта"":""однотонный"",""пол"":""женский"",""тип"":""обложка для документов"",""тип застежки"":""без застежки"",""вес товара, г"":""350"",""ширина, см"":""31""}",73ab2abfd3453aab14851a1a94af7e7464cf94cac0bb345a0ac2941296817c82,7fe5a3a0159166af596b3a495152636304a8fd7a4b28df5c4e558e23dafce969,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,0.005180850625038147,0,0,0.0,0.0,0.0,0.0,0.6643959,0.23569782,0.15601741
19426,188978718359,19426,188978718359,1.0,Музыкальные инструменты,hard_clean,"струны для укулеле сопрано alice au046-s, белый нейлон. комплект струн","alice / струны для укулеле сопрано, белые, нейлоновые","струны для укулеле сопрано alice au046-s, белый нейлон. комплект струн","alice / струны для укулеле сопрано, белые, нейлоновые","{""бренд"":""alice"",""цвет товара"":""белый"",""страна-изготовитель"":""китай"",""вид музыкального аксессуара"":""струны"",""материал муз. инструмента/аксессуара"":""нейлон"",""партномер"":""au046-s"",""назначение муз. аксессуара"":""для укулеле"",""комплектация"":""нейлоновые струны для укулеле сопрано - 4 шт. (комплект струн). медиатор для гитары - 1 шт."",""количество в упаковке, шт"":""4"",""калибр струн"":""24"",""тип"":""аксессуар для струнных"",""вес товара, г"":""15""}","{""цвет"":""белый"",""количество предметов в упаковке"":""4 шт."",""калибр струн"":""24-26"",""материал изделия"":""нейлон"",""назначение струн"":""для укулеле"",""страна производства"":""китай"",""комплектация"":""струны для укулеле-4шт.; медиатор - 1 шт."",""валюта"":""rub""}",52920720c2def066371e3326d7d8f64b66fd79e8555b0053ee9f76fa2bbfe2b0,b7856f51eb52f4cfd3c4048baa50a54d7b39166667446967ef8fe88340969c24,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.38461538461538464,0.6169281005859375,0,0,0.0,0.0,0.0,0.0,0.58596224,0.4985412,0.41193005
25634,412316907110,25634,412316907110,0.0,Строительство и ремонт,hard_clean,"фехралевая проволока диаметр 3,2 мм количество 18 м. в бухте, фехраль марка стали х23ю5т кантал, в нагревательные элементы, печи, спирали, тандыр","стан фехралевая проволока диаметр 3,0 мм количество 2 м. в бухте, фехраль марка стали х23ю5т кантал, в нагревательные элементы, печи, спирали, тандыр","фехралевая проволока диаметр 3.2 mm количество 18 м. в бухте, фехраль марка стали х23ю5т кантал, в нагревательные элементы, печи, спирали, тандыр","стан фехралевая проволока диаметр 3.0 mm количество 2 м. в бухте, фехраль марка стали х23ю5т кантал, в нагревательные элементы, печи, спирали, тандыр","{""бренд"":""стан"",""цвет товара"":""серебристый"",""страна-изготовитель"":""россия"",""тип"":""проволока""}","{""диаметр"":""3 мм"",""материал"":""металлический сплав"",""длина"":""200 см"",""упаковка"":""бухта""}",7d77ede975a8fcb3aad392011d74af793b46c2cb0be5cb8577d4e375ffe9e308,202fff29871c258466447d2b4401849ee61dd805e0f97e8580381c22571035db,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8695652173913043,0.9638042449951172,1,1,0.0,0.0,0.0,0.0,0.0058337306,0.005508743,0.018874073
